ts_unix,elapsed_sec,pe1_rss_mb,pe2_rss_mb,pe1_df_role,pe2_df_role,pe1_df_changes,pe2_df_changes,pe1_bum_flags,pe2_bum_flags,pe2_running,pe1_established_seen,pe2_established_seen,pe1_pool_size,pe2_pool_size,pe1_fdb_total,pe2_fdb_total,pe1_fdb_extern_learn,pe2_fdb_extern_learn,pe1_nh_count,pe2_nh_count,pe1_local_origs,pe2_local_origs,pe1_local_orig_errors,pe2_local_orig_errors,pe1_local_obs_drops,pe2_local_obs_drops,pe1_dup_mac_moves,pe2_dup_mac_moves,pe1_drift_members_repaired,pe2_drift_members_repaired,pe1_drift_groups_replaced,pe2_drift_groups_replaced,pe1_drift_orphans_cleaned,pe2_drift_orphans_cleaned,pe1_drift_disabled,pe2_drift_disabled,churn_adds_total,churn_dels_total,churn_moves_total
1778873627,793,16.8984,0.820312,1,NaN,NaN,NaN,df,df,0,2,0,223,189,470,400,0,0,0,0,1464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1812,1400,436
1778873689,855,16.8984,1.406,1,NaN,NaN,NaN,df,df,0,2,0,244,258,511,543,0,0,0,0,1494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,2012,1550,486
1778873751,917,16.8984,1.004,1,NaN,NaN,NaN,df,df,0,2,0,244,197,511,421,0,0,0,0,1594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,2161,1750,586
1778873813,979,16.8984,0.820312,1,NaN,NaN,NaN,df,df,0,2,0,245,217,513,457,0,0,0,0,1695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,2412,1950,636
1778873875,1041,16.8984,0.761719,1,NaN,NaN,NaN,df,df,0,2,0,296,216,618,458,0,0,0,0,1790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,2612,2100,736
1778873937,1103,16.8984,0.890625,1,NaN,NaN,NaN,df,df,0,2,0,246,265,519,557,0,0,0,0,1847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,2861,2350,736
1778873998,1164,16.8984,0.761719,1,NaN,NaN,NaN,df,df,0,2,0,246,166,519,359,0,0,0,0,1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,2862,2450,986
1778874060,1226,16.8984,2.52,1,NaN,NaN,NaN,df,df,0,2,0,265,247,559,517,0,0,0,0,2157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,2962,2450,1186
1778874174,1340,17.1523,16.3555,1,0,NaN,1,df,nondf,1,3,1,252,260,1062,1292,534,750,0,0,2302,304,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3112,2600,1439
1778874234,1400,17.2305,16.8555,1,0,NaN,1,df,nondf,1,3,1,221,231,1026,1146,561,663,0,0,2372,425,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3212,2750,1460
1778874295,1461,17.2305,16.8672,1,0,NaN,1,df,nondf,1,3,1,235,241,1125,1168,630,663,0,0,2532,525,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3412,2950,1460
1778874356,1522,17.2617,17.3203,1,0,NaN,1,df,nondf,1,3,1,270,242,1196,1317,633,810,0,0,2771,526,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3512,3000,1460
1778874417,1583,17.2227,17.457,1,0,NaN,1,df,nondf,1,3,1,267,245,1217,1314,660,801,0,0,2918,579,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3662,3150,1460
1778874478,1644,17.2461,17.5586,1,0,NaN,1,df,nondf,1,3,1,222,240,1142,1169,675,666,0,0,2973,734,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3712,3250,1465
1778874538,1704,17.2969,17.5742,1,0,NaN,1,df,nondf,1,3,1,226,186,1007,1073,534,678,0,0,3104,820,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3762,3350,1469
1778874599,1765,17.3008,17.5039,1,0,NaN,1,df,nondf,1,3,1,179,183,912,924,531,537,0,0,3180,955,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,3812,3450,1471
1778874660,1826,17.2812,17.5781,1,0,NaN,1,df,nondf,1,3,1,232,280,1315,1279,828,696,0,0,3233,1211,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,4012,3500,1475
1778874722,1888,17.2812,0.78125,1,NaN,NaN,NaN,df,df,0,3,0,234,240,491,503,0,0,0,0,3373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,4112,3650,1615
1778874784,1950,17.2812,0.839844,1,NaN,NaN,NaN,df,df,0,3,0,216,194,456,410,0,0,0,0,3567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,4309,3900,1615
1778874846,2012,17.2812,1.008,1,NaN,NaN,NaN,df,df,0,3,0,216,229,457,486,0,0,0,0,3668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,4462,4050,1715
1778874907,2073,17.2812,0.859375,1,NaN,NaN,NaN,df,df,0,3,0,265,247,555,520,0,0,0,0,3817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,4662,4150,1765
1778874969,2135,17.2812,0.902344,1,NaN,NaN,NaN,df,df,0,3,0,242,270,510,564,0,0,0,0,3934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,4762,4250,1915
1778875031,2197,17.2812,0.78125,1,NaN,NaN,NaN,df,df,0,3,0,240,247,506,520,0,0,0,0,4067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,4862,4350,2015
1778875093,2259,17.2812,0.777344,1,NaN,NaN,NaN,df,df,0,3,0,233,277,490,581,0,0,0,0,4265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,5060,4550,2065
1778875155,2321,17.2812,0.84375,1,NaN,NaN,NaN,df,df,0,3,0,215,283,454,588,0,0,0,0,4417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,5162,4650,2265
1778875217,2383,17.2812,0.789062,1,NaN,NaN,NaN,df,df,0,3,0,217,295,457,616,0,0,0,0,4567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,5262,4750,2465
1778875279,2445,17.2812,0.863281,1,NaN,NaN,NaN,df,df,0,3,0,215,246,454,512,0,0,0,0,4717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,5362,4900,2615
1778875342,2508,17.2969,15.8984,1,0,NaN,1,df,nondf,1,4,1,242,220,661,1173,153,711,0,0,4893,62,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,5462,5000,2615
1778875402,2568,17.2969,16.5156,1,0,NaN,1,df,nondf,1,4,1,199,161,608,939,186,594,0,0,5038,114,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,5610,5250,2651
1778875463,2629,17.3164,16.8672,1,0,NaN,1,df,nondf,1,4,1,248,212,859,1188,339,741,0,0,5275,165,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,5760,5300,2653
1778875524,2690,17.2305,17.3516,1,0,NaN,1,df,nondf,1,4,1,242,246,1001,1163,492,648,0,0,5389,249,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,5812,5350,2671
1778875585,2751,17.2109,17.2188,1,0,NaN,1,df,nondf,1,4,1,247,215,1013,1191,498,738,0,0,5542,318,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,5862,5400,2705
1778875646,2812,17.1328,17.1914,1,0,NaN,1,df,nondf,1,4,1,212,212,945,1087,498,636,0,0,5714,361,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,5912,5500,2720
1778875707,2873,17.2969,17.4023,1,0,NaN,1,df,nondf,1,4,1,217,243,1102,1158,645,651,0,0,5869,458,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,6110,5650,2727
1778875768,2934,17.3594,17.4023,1,0,NaN,1,df,nondf,1,4,1,175,187,886,914,513,519,0,0,5977,516,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,6212,5850,2732
1778875828,2994,17.3164,17.4023,1,0,NaN,1,df,nondf,1,4,1,175,185,898,918,525,525,0,0,6077,670,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,6410,6050,2737
1778875889,3055,17.2656,17.5312,1,0,NaN,1,df,nondf,1,4,1,229,181,1010,1069,531,684,0,0,6218,784,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,6510,6100,2741
1778875951,3117,17.2656,0.820312,1,NaN,NaN,NaN,df,df,0,4,0,221,208,465,437,0,0,0,0,6323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,6712,6250,2799
1778876013,3179,17.2656,0.878906,1,NaN,NaN,NaN,df,df,0,4,0,221,241,465,505,0,0,0,0,6473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,6862,6400,2949
1778876075,3241,17.2656,1.227,1,NaN,NaN,NaN,df,df,0,4,0,268,244,559,511,0,0,0,0,6620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,7062,6550,3049
1778876137,3303,17.2656,0.804688,1,NaN,NaN,NaN,df,df,0,4,0,268,194,559,411,0,0,0,0,6763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,7162,6700,3199
1778876199,3365,17.2656,0.796875,1,NaN,NaN,NaN,df,df,0,4,0,227,283,475,591,0,0,0,0,6870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,7310,6800,3299
1778876260,3426,17.2656,0.8125,1,NaN,NaN,NaN,df,df,0,4,0,248,214,519,449,0,0,0,0,6940,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,7362,6900,3449
1778876322,3488,17.2656,0.800781,1,NaN,NaN,NaN,df,df,0,4,0,247,265,515,555,0,0,0,0,7065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,7512,7000,3549
1778876386,3552,17.2656,0.800781,1,NaN,NaN,NaN,df,df,0,4,0,213,299,449,621,0,0,0,0,7165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,0,NaN,7562,7050,3749
